,sequence,session_id,speaker,content,Human,AI,Utterance ID
52480,27340,TalkBack.Year1.Travers.Spring.020620-3.xlsx,T,Okay my friends,,,476
52482,27341,TalkBack.Year1.Travers.Spring.020620-3.xlsx,T,This is my other favorite thing to show me youre ready,,,477
52483,27342,TalkBack.Year1.Travers.Spring.020620-3.xlsx,T,Hold your pencil between two fingers like this and do it a little wiggle,,,478
52484,27343,TalkBack.Year1.Travers.Spring.020620-3.xlsx,T,Show me a good wiggle,,,479
52485,27344,TalkBack.Year1.Travers.Spring.020620-3.xlsx,T,Show me youre ready with a good wiggle,,,480
52486,27345,TalkBack.Year1.Travers.Spring.020620-3.xlsx,T,Okay pencil in your hand,,,481
52487,27346,TalkBack.Year1.Travers.Spring.020620-3.xlsx,T,Point your eraser to the word describe,,,482
52488,27347,TalkBack.Year1.Travers.Spring.020620-3.xlsx,T,Ready,,,483
52489,27347,TalkBack.Year1.Travers.Spring.020620-3.xlsx,T,Ready,Keeping Everyone Together,,484
52499,27348,TalkBack.Year1.Travers.Spring.020620-3.xlsx,T,I want to hear all of your voices,,Keeping Everyone Together,485
52500,27349,TalkBack.Year1.Travers.Spring.020620-3.xlsx,T,Go,Keeping Everyone Together,,486
52501,27349,TalkBack.Year1.Travers.Spring.020620-3.xlsx,T,Go,,,487
52512,27350,TalkBack.Year1.Travers.Spring.020620-3.xlsx,S,Describe each angle by the amount of rotations,,,488
52513,27351,TalkBack.Year1.Travers.Spring.020620-3.xlsx,S,Use the words full turn threequarters turn halfturn and quarterturn,,,489
52514,27352,TalkBack.Year1.Travers.Spring.020620-3.xlsx,T,Describe each angle by the amount of rotations,Restating,Restating,490
52515,27353,TalkBack.Year1.Travers.Spring.020620-3.xlsx,T,Use the words full turn 34 turn half turn and quarter turn,Restating,Revoicing,491
52516,27354,TalkBack.Year1.Travers.Spring.020620-3.xlsx,T,My friends these are your answers,,,492
52517,27355,TalkBack.Year1.Travers.Spring.020620-3.xlsx,T,Number one the amount of the rotation,,,493
52518,27356,TalkBack.Year1.Travers.Spring.020620-3.xlsx,T,So were talking about from here the amount of rotation,,,494
52519,27357,TalkBack.Year1.Travers.Spring.020620-3.xlsx,T,Would you please whisper what you think the answer is to your face partner,Pressing for Accuracy,Keeping Everyone Together,495
52520,27358,TalkBack.Year1.Travers.Spring.020620-3.xlsx,T,Go,Keeping Everyone Together,,496
52521,27358,TalkBack.Year1.Travers.Spring.020620-3.xlsx,T,Go,,,497
52532,27359,TalkBack.Year1.Travers.Spring.020620-3.xlsx,S,Quarter turn,,,498
52533,27360,TalkBack.Year1.Travers.Spring.020620-3.xlsx,S,Half turn,,,499
52534,27361,TalkBack.Year1.Travers.Spring.020620-3.xlsx,T,Okay three two one,,,500
52535,27362,TalkBack.Year1.Travers.Spring.020620-3.xlsx,T,Say it out loud,Pressing for Accuracy,Keeping Everyone Together,501
52536,27363,TalkBack.Year1.Travers.Spring.020620-3.xlsx,S,Half turn,,,502
52537,27364,TalkBack.Year1.Travers.Spring.020620-3.xlsx,S,Quarter,,,503
52538,27365,TalkBack.Year1.Travers.Spring.020620-3.xlsx,T,I love when I hear two different answers,,,504
52539,27366,TalkBack.Year1.Travers.Spring.020620-3.xlsx,T,This is a teachers dream,,,505
52540,27367,TalkBack.Year1.Travers.Spring.020620-3.xlsx,T,Okay high five,,,506
52541,27368,TalkBack.Year1.Travers.Spring.020620-3.xlsx,T,I heard two answers,,,507
52542,27369,TalkBack.Year1.Travers.Spring.020620-3.xlsx,T,I heard quarterturn I heard halfturn,,Restating,508
52543,27370,TalkBack.Year1.Travers.Spring.020620-3.xlsx,T,May I have a volunteer defend your thinking for one of those answers,,Pressing for Reasoning,509
52544,27371,TalkBack.Year1.Travers.Spring.020620-3.xlsx,T,Quarter turn or half turn,,Restating,510
52545,27372,TalkBack.Year1.Travers.Spring.020620-3.xlsx,T,Brady,Keeping Everyone Together,,511
52546,27373,TalkBack.Year1.Travers.Spring.020620-3.xlsx,T,Nice love,,,512
52547,27374,TalkBack.Year1.Travers.Spring.020620-3.xlsx,T,Would you stand up for us so we can hear you,Keeping Everyone Together,Keeping Everyone Together,513
52548,27375,TalkBack.Year1.Travers.Spring.020620-3.xlsx,S,I thought it was a quarter turn based on the rotation of how far the angle was and the reason why I think it is a quarter turn is because if you look it looks like its not a full half turn based on how long it is,,,514
52549,27376,TalkBack.Year1.Travers.Spring.020620-3.xlsx,T,Thank you Brady,,,515
52550,27377,TalkBack.Year1.Travers.Spring.020620-3.xlsx,T,Would you call on someone else,Keeping Everyone Together,Keeping Everyone Together,516
52551,27378,TalkBack.Year1.Travers.Spring.020620-3.xlsx,T,My friends remember our sentence starters on the whiteboard,,,517
52552,27379,TalkBack.Year1.Travers.Spring.020620-3.xlsx,S,Alyssa,,,518
52553,27380,TalkBack.Year1.Travers.Spring.020620-3.xlsx,S,I think its a halfturn because if you look at the shape of it if you do that shape again I think its a whole square and I think that would be a whole,,,519
52554,27381,TalkBack.Year1.Travers.Spring.020620-3.xlsx,T,Alyssa would you please call on another person,Keeping Everyone Together,Keeping Everyone Together,520
52555,27382,TalkBack.Year1.Travers.Spring.020620-3.xlsx,T,Were going to keep hearing from each other,,Keeping Everyone Together,521
52556,27383,TalkBack.Year1.Travers.Spring.020620-3.xlsx,S,I think its a quarter turn because it mostly depends on the turn like how much you have to turn,,,522
52557,27384,TalkBack.Year1.Travers.Spring.020620-3.xlsx,T,Okay,,,523
52565,27385,TalkBack.Year1.Travers.Spring.020620-3.xlsx,T,Everybody stand up,,,524
52567,27386,TalkBack.Year1.Travers.Spring.020620-3.xlsx,T,Face the front board,,,525
52568,27387,TalkBack.Year1.Travers.Spring.020620-3.xlsx,T,Were actually going to do were starting here and were going to turn to where this ray is pointing,,,526
52569,27388,TalkBack.Year1.Travers.Spring.020620-3.xlsx,T,Ready,,,527
52570,27388,TalkBack.Year1.Travers.Spring.020620-3.xlsx,T,Ready,Keeping Everyone Together,,528
52580,27389,TalkBack.Year1.Travers.Spring.020620-3.xlsx,T,Go,Keeping Everyone Together,,529
52581,27389,TalkBack.Year1.Travers.Spring.020620-3.xlsx,T,Go,,,530
52592,27390,TalkBack.Year1.Travers.Spring.020620-3.xlsx,T,What did we just do,Pressing for Accuracy,Pressing for Accuracy,531
52593,27391,TalkBack.Year1.Travers.Spring.020620-3.xlsx,S,Quarter turn,,,532
52594,27392,TalkBack.Year1.Travers.Spring.020620-3.xlsx,T,There we go,,,533
52595,27393,TalkBack.Year1.Travers.Spring.020620-3.xlsx,T,Write it down,,,534
52596,27394,TalkBack.Year1.Travers.Spring.020620-3.xlsx,T,Our answer for number one is what,Pressing for Accuracy,Pressing for Accuracy,535
52597,27395,TalkBack.Year1.Travers.Spring.020620-3.xlsx,S,Quarter turn,,,536
52598,27396,TalkBack.Year1.Travers.Spring.020620-3.xlsx,T,Quarter turn,Restating,Restating,537
52599,27397,TalkBack.Year1.Travers.Spring.020620-3.xlsx,T,Lets do number two together,,,538
52600,27398,TalkBack.Year1.Travers.Spring.020620-3.xlsx,T,This is an interesting one,,,539
52601,27399,TalkBack.Year1.Travers.Spring.020620-3.xlsx,T,What do we think about look at the arc and whisper to your face partner again,Pressing for Accuracy,Keeping Everyone Together,540
52602,27400,TalkBack.Year1.Travers.Spring.020620-3.xlsx,T,Full turn quarter turn half turn threequarters turn,,,541
52603,27401,TalkBack.Year1.Travers.Spring.020620-3.xlsx,T,Whisper to your face partner again,Pressing for Accuracy,,542
52604,27402,TalkBack.Year1.Travers.Spring.020620-3.xlsx,T,Go,Keeping Everyone Together,,543
52605,27402,TalkBack.Year1.Travers.Spring.020620-3.xlsx,T,Go,,,544
52616,27403,TalkBack.Year1.Travers.Spring.020620-3.xlsx,T,Okay,,,545
52624,27404,TalkBack.Year1.Travers.Spring.020620-3.xlsx,T,Say your answer out loud,Pressing for Accuracy,Pressing for Accuracy,546
52625,27405,TalkBack.Year1.Travers.Spring.020620-3.xlsx,S,Full turn,,,547
52626,27406,TalkBack.Year1.Travers.Spring.020620-3.xlsx,T,Is there a volunteer to explain their thinking,Pressing for Reasoning,Pressing for Reasoning,548
52627,27407,TalkBack.Year1.Travers.Spring.020620-3.xlsx,T,Who havent I heard from in a while,Keeping Everyone Together,,549
52628,27408,TalkBack.Year1.Travers.Spring.020620-3.xlsx,T,Bryce,Keeping Everyone Together,,550
52629,27409,TalkBack.Year1.Travers.Spring.020620-3.xlsx,S,I said it was a whole turn because if you look at the very bottom of it it shows a whole circle,,,551
52630,27410,TalkBack.Year1.Travers.Spring.020620-3.xlsx,T,What did that tell you,Pressing for Accuracy,Pressing for Reasoning,552
52631,27411,TalkBack.Year1.Travers.Spring.020620-3.xlsx,S,It told me that it was rotating all the way around,,,553
52632,27412,TalkBack.Year1.Travers.Spring.020620-3.xlsx,T,Thank you for sharing Bryce,,,554
52633,27413,TalkBack.Year1.Travers.Spring.020620-3.xlsx,T,Vincent you would rotate it all the way around,,Revoicing,555
52634,27414,TalkBack.Year1.Travers.Spring.020620-3.xlsx,T,Could everybody turn and look at Bryce,,Keeping Everyone Together,556
52635,27415,TalkBack.Year1.Travers.Spring.020620-3.xlsx,T,Will you show us by actually turning your body,Keeping Everyone Together,Pressing for Accuracy,557
52636,27416,TalkBack.Year1.Travers.Spring.020620-3.xlsx,T,Ready,,,558
52637,27416,TalkBack.Year1.Travers.Spring.020620-3.xlsx,T,Ready,Keeping Everyone Together,,559
52647,27417,TalkBack.Year1.Travers.Spring.020620-3.xlsx,T,Go,Keeping Everyone Together,,560
52648,27417,TalkBack.Year1.Travers.Spring.020620-3.xlsx,T,Go,,,561
52659,27418,TalkBack.Year1.Travers.Spring.020620-3.xlsx,T,He did a full turn,,Revoicing,562
52660,27419,TalkBack.Year1.Travers.Spring.020620-3.xlsx,S,Its like that earth thing you were doing isnt it,,,563
52661,27420,TalkBack.Year1.Travers.Spring.020620-3.xlsx,T,Thats right,,,564
52662,27421,TalkBack.Year1.Travers.Spring.020620-3.xlsx,T,Heres your job,,,565
52663,27422,TalkBack.Year1.Travers.Spring.020620-3.xlsx,T,Stand up find your thinking partner,,,566
52664,27423,TalkBack.Year1.Travers.Spring.020620-3.xlsx,T,Same thinking partner,,,567
52665,27424,TalkBack.Year1.Travers.Spring.020620-3.xlsx,T,Same thinking partner as before,,,568
52666,27425,TalkBack.Year1.Travers.Spring.020620-3.xlsx,T,You and your thinking partner are going to solve numbers three four five and six,,,569
52667,27426,TalkBack.Year1.Travers.Spring.020620-3.xlsx,T,Freeze please,,,570
52668,27427,TalkBack.Year1.Travers.Spring.020620-3.xlsx,T,Will you show me a quick frozen,Keeping Everyone Together,,571
52669,27428,TalkBack.Year1.Travers.Spring.020620-3.xlsx,T,When youre with your thinking partner youre going to talk through numbers three four five and six,,,572
52670,27429,TalkBack.Year1.Travers.Spring.020620-3.xlsx,T,When you are done go back to your seat because thats Ms Hilgreth Hildriths clue that everybody is done ready to check,,,573
52671,27430,TalkBack.Year1.Travers.Spring.020620-3.xlsx,T,Okay,,,574
52679,27431,TalkBack.Year1.Travers.Spring.020620-3.xlsx,S,the ones that we,,,575
52680,27432,TalkBack.Year1.Travers.Spring.020620-3.xlsx,T,You are going to find your thinking partner that you are matched up with on the front whiteboard and do numbers three four five and six,,,576
52681,27433,TalkBack.Year1.Travers.Spring.020620-3.xlsx,T,Go,Keeping Everyone Together,,577
52682,27433,TalkBack.Year1.Travers.Spring.020620-3.xlsx,T,Go,,,578
52693,27434,TalkBack.Year1.Travers.Spring.020620-3.xlsx,S,Because if this was ones the quarter and it went like that,,,579
52694,27435,TalkBack.Year1.Travers.Spring.020620-3.xlsx,T,Im going to come back later and get,,,580
52695,27436,TalkBack.Year1.Travers.Spring.020620-3.xlsx,T,Im going to come back later and get these All my stuff,,,581
52696,27437,TalkBack.Year1.Travers.Spring.020620-3.xlsx,T,Because I have Masterson next I dont want to be too late,,,582
52697,27438,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,All right fifthgrader,,,0
52698,27439,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Im excited to be in here for some math today,,,1
52699,27440,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Our lesson builds off of the lesson youve had over the last couple of days about using read these words with me powers,Keeping Everyone Together,,2
52700,27441,TalkBack.Year1.Travers.Spring.022120-1.xlsx,S,Powers of 10,,,3
52701,27442,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,I want you to really do some thinking back to the last couple of days,,,4
52702,27443,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Today were going to be converting measurements in the metric system using what,Pressing for Accuracy,Pressing for Accuracy,5
52703,27444,TalkBack.Year1.Travers.Spring.022120-1.xlsx,S,Powers of 10,,,6
52704,27445,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Powers of 10,Restating,Restating,7
52705,27446,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Okay,,,8
52718,27447,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Thats what our lesson is all about today,,,9
52719,27448,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Ladies would you please read the learning goal for us,Keeping Everyone Together,,10
52720,27449,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Ready,Keeping Everyone Together,,11
52728,27450,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Go,Keeping Everyone Together,,12
52730,27450,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Go,,,13
52738,27451,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,I will,Keeping Everyone Together,,14
52739,27452,TalkBack.Year1.Travers.Spring.022120-1.xlsx,S,I will multiply and divide by powers of 10  in metric unit,,,15
52740,27453,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Thats a lot of information isnt it,Keeping Everyone Together,,16
52741,27454,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,The parts that are underlined thats whats really important in todays lesson,,,17
52742,27455,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Were going to be multiplying and dividing by powers of 10,,,18
52743,27456,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,We did that the last couple of days,,,19
52744,27457,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Exponent Ball was the game you practiced that yesterday,,,20
52745,27458,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Were adding one more step to the multiplying and dividing by powers of 10 today,,,21
52746,27459,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Were going to be converting measurements in metric units,,,22
52747,27460,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Gentlemen we are going to read the success criteria today,,,23
52748,27461,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,The success criteria has three steps,,,24
52749,27462,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,When youre working on these problems today youre going to say Okay I have three steps I need to do in each of these problems,,,25
52750,27463,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Lets read the first one that starts with the word break,,,26
52751,27464,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Boys ready,Keeping Everyone Together,,27
52752,27465,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Go,Keeping Everyone Together,,28
52754,27465,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Go,,,29
52762,27466,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Break the problem in two parts,Keeping Everyone Together,,30
52763,27467,TalkBack.Year1.Travers.Spring.022120-1.xlsx,S,Break the problem in two parts,,,31
52764,27468,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Determine how the units are related,Keeping Everyone Together,,32
52765,27469,TalkBack.Year1.Travers.Spring.022120-1.xlsx,S,Determine how the units are related,,,33
52766,27470,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Name the rule using exponential notation,Keeping Everyone Together,,34
52767,27471,TalkBack.Year1.Travers.Spring.022120-1.xlsx,S,Name the rule using exponential notation,,,35
52768,27472,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,That last part means when you write down what the rule is instead of saying multiply by 100 youre going to say what is the power of 10 in X Exponential notation means what power of 10,Pressing for Accuracy,,36
52769,27473,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,100 is what power,Pressing for Accuracy,Pressing for Accuracy,37
52770,27474,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,10 to the,Pressing for Accuracy,Pressing for Accuracy,38
52771,27475,TalkBack.Year1.Travers.Spring.022120-1.xlsx,S,X2,,,39
52772,27476,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Instead of saying the rule was multiplied by 100 youre going to say the rule was multiply by 102,Revoicing,,40
52773,27477,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,This is all things you can do its building off what weve learned over the last few days,,,41
52774,27478,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,All right,,,42
52776,27479,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Here we go,,,43
52777,27480,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,This is our mental math,,,44
52778,27481,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,What Id like for you to do is think through this question,,,45
52779,27482,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,What rule or pattern can you use when you multiply or divide a whole number or decimals by power of 10,Pressing for Accuracy,Pressing for Reasoning,46
52780,27483,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,For example and this was hard for me to write because I didnt know how to do powers of 10 on the Google slides,,,47
52781,27484,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,The question is what if you had something like this,Pressing for Accuracy,,48
52782,27485,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,30 7 what is that,Pressing for Accuracy,Pressing for Accuracy,49
52783,27486,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,And,Pressing for Accuracy,,50
52784,27487,TalkBack.Year1.Travers.Spring.022120-1.xlsx,S,310,,,51
52785,27488,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,310,Restating,Restating,52
52786,27489,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Divided by 102,Pressing for Accuracy,,53
52787,27490,TalkBack.Year1.Travers.Spring.022120-1.xlsx,S,Power of 2,,,54
52788,27491,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Thinking about what youve done the last couple of days what is the rule that you can remember to use for problems like that,Pressing for Accuracy,Pressing for Reasoning,55
52789,27492,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Or what if it was something like this,Keeping Everyone Together,,56
52790,27493,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Times 102,,,57
52791,27494,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,You have a whiteboard in front of you,,,58
52792,27495,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,You have a word bank on the front whiteboard,,,59
52793,27496,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,The word bank says you might use words like backward forward smaller larger decimal shift which is another word for move,,,60
52794,27497,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Right left,,,61
52795,27498,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,You might use some of these words,,Pressing for Accuracy,62
52796,27499,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,These words are here to help you,,,63
52797,27500,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,You can solve those if that helps you,,,64
52798,27501,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,What I want you to do is write down what rule or pattern do we use when were multiplying and dividing by powers of 10,,Pressing for Reasoning,65
52799,27502,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,You have a minute or two to do some writing and thinking,,,66
52800,27503,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Use this word bank,,Pressing for Accuracy,67
52801,27504,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,This is were doing all everyone should be writing,,,68
52802,27505,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,What rule or pattern can you use when you multiply or divide whole numbers or decimals by the power of 10,Pressing for Accuracy,Pressing for Reasoning,69
52803,27506,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Remember exponent ball,,,70
52804,27507,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Youre right but how do you know far to move it,Pressing for Accuracy,Pressing for Reasoning,71
52805,27508,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,How do you know far to move the decimal,Pressing for Accuracy,Pressing for Reasoning,72
52806,27509,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,How do you move the decimal,Pressing for Accuracy,Pressing for Reasoning,73
52807,27510,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,How do you know how far to move the decimal,Pressing for Accuracy,Pressing for Reasoning,74
52808,27511,TalkBack.Year1.Travers.Spring.022120-1.xlsx,S,I just wanted to remove the point,,,75
52809,27512,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Okay,,,76
52822,27513,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Right now this question is going to make you do some thinking why does that rule work,Pressing for Reasoning,Pressing for Reasoning,77
52823,27514,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Why does that rule work,Pressing for Reasoning,Pressing for Reasoning,78
52825,27515,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Those of you that are finishing your explanation I want you to start thinking about the next question why does that rule work,Pressing for Reasoning,Pressing for Reasoning,79
52826,27516,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Will it always work,Keeping Everyone Together,Pressing for Reasoning,80
52827,27517,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Okay,,,81
52840,27518,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,You have 30 more seconds,,,82
52841,27519,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,You will be sharing something from your whiteboard with your table mates,,,83
52842,27520,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,All right,,,84
52844,27521,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,I am seeing some amazing math thinking,,,85
52845,27522,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,What Id like for you to do now is to find a place to stop and Id like you to please stand up,,,86
52846,27523,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Okay,,,87
52859,27524,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Ladies and gentlemen how we will be sharing our thinking is with the structure thats called roundrobin,,,88
52860,27525,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Any time we say something that that is round that means youre going around at your table group and anytime we say robin that means youre talking,,,89
52861,27526,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Were going to do whats called the single roundrobin where you go round your table group one time,,,90
52862,27527,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,When you were done when all four people are done sharing I want you to sit down,,,91
52863,27528,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Thats my signal that youre done everyone has shared,,,92
52864,27529,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Now I want you to keep your marker out in  Heres why,,,93
52865,27530,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Someone on your team might say something that makes you go Oh yes If they do jot it down add it to your thinking,,Getting Students to Relate to Another's Ideas,94
52866,27531,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Or if someone explains it in a different way and you think Oh that makes more sense to me,,Getting Students to Relate to Another's Ideas,95
52867,27532,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Jot it down on your whiteboard,,,96
52868,27533,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Everyone should be standing up nice and tall,,,97
52869,27534,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Would you please wave at me if you are teammate number four,,,98
52870,27535,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Teammate number four youre going first,,,99
52871,27536,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Were going to do a reverse roundrobin,,,100
52872,27537,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Teammate four teammate three teammate two and then teammate one,,,101
52873,27538,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,You need to share something all of whats on your whiteboard and then your team can comment,,Getting Students to Relate to Another's Ideas,102
52874,27539,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,I agree,,,103
52875,27540,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Oh I think you got most of it right,,,104
52876,27541,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Youre all standing,,,105
52877,27542,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Fletcher youre all standing,,,106
52878,27543,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Can you see the easel,,Keeping Everyone Together,107
52879,27544,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,I want to remind you that there are some excellent phrases up here when youre commenting with your partners,,Getting Students to Relate to Another's Ideas,108
52880,27545,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Like Id like to add on my thinking is similar except my thinking is different Id like to add on,,Getting Students to Relate to Another's Ideas,109
52881,27546,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,You have a lot of ways you can comment on your teammates thinking,,Getting Students to Relate to Another's Ideas,110
52882,27547,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Our goal is four minutes,,,111
52883,27548,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,I want you to try to give each person about one minute,,,112
52884,27549,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Ill be watching the clock,,,113
52885,27550,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Ill give you some reminders,,,114
52886,27551,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Wave at me if your teammate four,,,115
52887,27552,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Youre speaking first,,,116
52888,27553,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Ready go,,,117
52891,27554,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,If you dont have a four do a three,,,118
52892,27555,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Can you all hear him,Keeping Everyone Together,Keeping Everyone Together,119
52893,27556,TalkBack.Year1.Travers.Spring.022120-1.xlsx,S,No,,,120
52894,27557,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,No so start again because youre speaking to your whole group,Revoicing,Keeping Everyone Together,121
52895,27558,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Speak up,,Keeping Everyone Together,122
52896,27559,TalkBack.Year1.Travers.Spring.022120-1.xlsx,S,When you multiply you make the number bigger so you attach the zeros behind the number you started with and then,,,123
52897,27560,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,For division,Keeping Everyone Together,Pressing for Accuracy,124
52898,27561,TalkBack.Year1.Travers.Spring.022120-1.xlsx,S,Yes when you divide you make the number smaller,,,125
52899,27562,TalkBack.Year1.Travers.Spring.022120-1.xlsx,S,You move the decimal in front of the number you started with,,,126
52900,27563,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Somebodys comment,Getting Students to Relate to Another's Ideas,,127
52901,27564,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Look over here on the board,,,128
52902,27565,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,What could we respond,Getting Students to Relate to Another's Ideas,Getting Students to Relate to Another's Ideas,129
52903,27566,TalkBack.Year1.Travers.Spring.022120-1.xlsx,S,I think you got most of it right and I would agree with  My thinking is similar because,,,130
52904,27567,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,How far do you move the decimal to the right,Pressing for Accuracy,Pressing for Accuracy,131
52905,27568,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,How do you know how far or where to move the decimal,Pressing for Reasoning,Pressing for Reasoning,132
